"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_LEGENDA_VALIDOS";"QT_VOTOS_NOMINAIS_CONVR_LEG";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31836";"MONTE ALEGRE DE SERGIPE";"18";"6";"Deputado Federal";"Partido isolado";"90";"PROS";"Partido Republicano da Ordem Social";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684541";"PARTIDO ISOLADO";"PROS";"N";"0";"0";"0";"5";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"2";"547";"Eleições Gerais Estaduais 2022";"30/10/2022";"E";"SE";"SE";"SERGIPE";"31216";"CANHOBA";"8";"3";"Governador";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"260001681641";"NOVO TEMPO PRA SERGIPE";"PDT / PSC / UNIÃO / REPUBLICANOS / PP / PSD / AVANTE";"N";"0";"0";"0";"1550";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31879";"NEÓPOLIS";"15";"7";"Deputado Estadual";"Partido isolado";"33";"PMN";"Partido da Mobilização Nacional";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684496";"PARTIDO ISOLADO";"PMN";"N";"1";"0";"1";"197";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31194";"CAMPO DO BRITO";"24";"6";"Deputado Federal";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"260001685077";"PARTIDO ISOLADO";"PL";"N";"70";"0";"70";"3293";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31232";"CANINDÉ DE SÃO FRANCISCO";"28";"6";"Deputado Federal";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684466";"PARTIDO ISOLADO";"PTB";"N";"7";"0";"7";"22";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31259";"CAPELA";"5";"6";"Deputado Federal";"Partido isolado";"19";"PODE";"Podemos";"-1";"#NULO#";"#NULO#";"#NULO#";"260001681165";"PARTIDO ISOLADO";"PODE";"N";"25";"0";"25";"38";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31771";"MALHADOR";"26";"5";"Senador";"Partido isolado";"16";"PSTU";"Partido Socialista dos Trabalhadores Unificado";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684482";"PARTIDO ISOLADO";"PSTU";"N";"0";"0";"0";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31658";"JAPARATUBA";"11";"7";"Deputado Estadual";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"260001685040";"PARTIDO ISOLADO";"PL";"N";"59";"0";"59";"468";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31550";"INDIAROBA";"35";"6";"Deputado Federal";"Partido isolado";"11";"PP";"PROGRESSISTAS";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682542";"PARTIDO ISOLADO";"PP";"N";"27";"0";"27";"459";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31577";"ITABAIANA";"9";"7";"Deputado Estadual";"Partido isolado";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683198";"PARTIDO ISOLADO";"UNIÃO";"N";"100";"0";"100";"2966";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31690";"LAGARTO";"12";"7";"Deputado Estadual";"Partido isolado";"27";"DC";"Democracia Cristã";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683191";"PARTIDO ISOLADO";"DC";"N";"5";"0";"5";"21";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31810";"MOITA BONITA";"26";"6";"Deputado Federal";"Federação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"260001683787";"FEDERAÇÃO";"PT / PV / PC do B";"N";"37";"0";"37";"153";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32077";"POÇO REDONDO";"28";"5";"Senador";"Coligação";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684548";"O POVO QUER";"PL / PATRIOTA / PTB / PROS / PMN";"N";"0";"0";"0";"3964";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31755";"MALHADA DOS BOIS";"5";"7";"Deputado Estadual";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682609";"PARTIDO ISOLADO";"PSD";"N";"32";"0";"32";"898";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32450";"TELHA";"19";"3";"Governador";"Partido isolado";"27";"DC";"Democracia Cristã";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682576";"PARTIDO ISOLADO";"DC";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32298";"SANTA ROSA DE LIMA";"26";"6";"Deputado Federal";"Federação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"260001683787";"FEDERAÇÃO";"PT / PV / PC do B";"N";"18";"0";"18";"118";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31836";"MONTE ALEGRE DE SERGIPE";"18";"6";"Deputado Federal";"Federação";"65";"PC do B";"Partido Comunista do Brasil";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"260001683787";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32239";"SALGADO";"31";"7";"Deputado Estadual";"Partido isolado";"90";"PROS";"Partido Republicano da Ordem Social";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684524";"PARTIDO ISOLADO";"PROS";"N";"0";"0";"0";"2";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31275";"CARIRA";"29";"5";"Senador";"Coligação";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684548";"O POVO QUER";"PL / PATRIOTA / PTB / PROS / PMN";"N";"0";"0";"0";"4298";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32395";"SÃO MIGUEL DO ALEIXO";"17";"3";"Governador";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"260001681641";"NOVO TEMPO PRA SERGIPE";"PDT / PSC / UNIÃO / REPUBLICANOS / PP / PSD / AVANTE";"N";"0";"0";"0";"1233";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31798";"MARUIM";"14";"6";"Deputado Federal";"Partido isolado";"90";"PROS";"Partido Republicano da Ordem Social";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684541";"PARTIDO ISOLADO";"PROS";"N";"1";"0";"1";"55";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31356";"NOSSA SENHORA APARECIDA";"26";"6";"Deputado Federal";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683804";"PARTIDO ISOLADO";"PSB";"N";"3";"0";"3";"13";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31330";"CRISTINÁPOLIS";"30";"7";"Deputado Estadual";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"260001685040";"PARTIDO ISOLADO";"PL";"N";"50";"0";"50";"2341";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32174";"RIACHUELO";"13";"6";"Deputado Federal";"Partido isolado";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683183";"PARTIDO ISOLADO";"UNIÃO";"N";"12";"0";"12";"870";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31976";"PACATUBA";"15";"6";"Deputado Federal";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682187";"PARTIDO ISOLADO";"PSD";"N";"83";"0";"83";"1237";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31852";"MURIBECA";"5";"7";"Deputado Estadual";"Federação";"43";"PV";"Partido Verde";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"260001683796";"FEDERAÇÃO";"PT / PV / PC do B";"N";"4";"0";"4";"74";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31291";"CARMÓPOLIS";"14";"7";"Deputado Estadual";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682609";"PARTIDO ISOLADO";"PSD";"N";"41";"0";"41";"2243";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32352";"SÃO DOMINGOS";"24";"7";"Deputado Estadual";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682609";"PARTIDO ISOLADO";"PSD";"N";"37";"0";"37";"230";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31895";"NOSSA SENHORA DA GLÓRIA";"17";"7";"Deputado Estadual";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"260001685045";"PARTIDO ISOLADO";"PATRIOTA";"N";"5";"0";"5";"90";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32379";"SÃO FRANCISCO";"19";"7";"Deputado Estadual";"Partido isolado";"19";"PODE";"Podemos";"-1";"#NULO#";"#NULO#";"#NULO#";"260001681164";"PARTIDO ISOLADO";"PODE";"N";"3";"0";"3";"4";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31712";"LARANJEIRAS";"13";"7";"Deputado Estadual";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683816";"PARTIDO ISOLADO";"PSB";"N";"72";"0";"72";"190";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31933";"NOSSA SENHORA DE LOURDES";"8";"6";"Deputado Federal";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683804";"PARTIDO ISOLADO";"PSB";"N";"4";"0";"4";"14";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32352";"SÃO DOMINGOS";"24";"6";"Deputado Federal";"Partido isolado";"80";"UP";"Unidade Popular";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682530";"PARTIDO ISOLADO";"UP";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31070";"ARAUÁ";"4";"7";"Deputado Estadual";"Partido isolado";"15";"MDB";"Movimento Democrático Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683117";"PARTIDO ISOLADO";"MDB";"N";"1";"0";"1";"6";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32212";"ROSÁRIO DO CATETE";"14";"7";"Deputado Estadual";"Federação";"43";"PV";"Partido Verde";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"260001683796";"FEDERAÇÃO";"PT / PV / PC do B";"N";"5";"0";"5";"176";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31879";"NEÓPOLIS";"15";"5";"Senador";"Coligação";"19";"PODE";"Podemos";"-1";"#NULO#";"#NULO#";"#NULO#";"260001681079";"ESPERANÇA NA MUDANÇA";"PODE / (PSDB/CIDADANIA)";"N";"0";"0";"0";"935";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31399";"DIVINA PASTORA";"14";"7";"Deputado Estadual";"Federação";"45";"PSDB";"Partido da Social Democracia Brasileira";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"260001681041";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"4";"0";"4";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31437";"FEIRA NOVA";"16";"6";"Deputado Federal";"Partido isolado";"15";"MDB";"Movimento Democrático Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683113";"PARTIDO ISOLADO";"MDB";"N";"1";"0";"1";"7";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32077";"POÇO REDONDO";"28";"7";"Deputado Estadual";"Partido isolado";"33";"PMN";"Partido da Mobilização Nacional";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684496";"PARTIDO ISOLADO";"PMN";"N";"17";"0";"17";"92";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31852";"MURIBECA";"5";"6";"Deputado Federal";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682187";"PARTIDO ISOLADO";"PSD";"N";"36";"0";"36";"366";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32174";"RIACHUELO";"13";"7";"Deputado Estadual";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"260001685040";"PARTIDO ISOLADO";"PL";"N";"57";"0";"57";"687";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31038";"AQUIDABÃ";"3";"7";"Deputado Estadual";"Partido isolado";"12";"PDT";"Partido Democrático Trabalhista";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683826";"PARTIDO ISOLADO";"PDT";"N";"16";"0";"16";"88";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31534";"ILHA DAS FLORES";"15";"5";"Senador";"Coligação";"11";"PP";"PROGRESSISTAS";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682606";"NOVO TEMPO PRA SERGIPE";"PDT / PSC / UNIÃO / AVANTE / PSD / REPUBLICANOS / PP";"N";"0";"0";"0";"2058";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31410";"ESTÂNCIA";"6";"7";"Deputado Estadual";"Federação";"65";"PC do B";"Partido Comunista do Brasil";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"260001683796";"FEDERAÇÃO";"PT / PV / PC do B";"N";"3";"0";"3";"27";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31976";"PACATUBA";"15";"3";"Governador";"Coligação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"260001683741";"SERGIPE DA ESPERANÇA";"(PT/PC do B/PV) / MDB / PSB / SOLIDARIEDADE";"N";"0";"0";"0";"3444";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32131";"PROPRIÁ";"19";"6";"Deputado Federal";"Partido isolado";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"260001682084";"PARTIDO ISOLADO";"REPUBLICANOS";"N";"35";"0";"35";"700";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32352";"SÃO DOMINGOS";"24";"7";"Deputado Estadual";"Partido isolado";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683198";"PARTIDO ISOLADO";"UNIÃO";"N";"35";"0";"35";"148";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31518";"GRACCHO CARDOSO";"3";"7";"Deputado Estadual";"Partido isolado";"16";"PSTU";"Partido Socialista dos Trabalhadores Unificado";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684473";"PARTIDO ISOLADO";"PSTU";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31690";"LAGARTO";"12";"6";"Deputado Federal";"Partido isolado";"27";"DC";"Democracia Cristã";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683136";"PARTIDO ISOLADO";"DC";"N";"3";"0";"3";"25";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32492";"TOMAR DO GERU";"30";"7";"Deputado Estadual";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683816";"PARTIDO ISOLADO";"PSB";"N";"133";"0";"133";"37";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31399";"DIVINA PASTORA";"14";"7";"Deputado Estadual";"Partido isolado";"90";"PROS";"Partido Republicano da Ordem Social";"-1";"#NULO#";"#NULO#";"#NULO#";"260001684524";"PARTIDO ISOLADO";"PROS";"N";"1";"0";"1";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31496";"GARARU";"8";"7";"Deputado Estadual";"Partido isolado";"15";"MDB";"Movimento Democrático Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001683117";"PARTIDO ISOLADO";"MDB";"N";"3";"0";"3";"5";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31003";"SANTANA DO SÃO FRANCISCO";"15";"3";"Governador";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"260001682648";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"12";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"31755";"MALHADA DOS BOIS";"5";"7";"Deputado Estadual";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"260001682664";"FEDERAÇÃO";"REDE / PSOL";"N";"4";"0";"4";"59";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32395";"SÃO MIGUEL DO ALEIXO";"17";"6";"Deputado Federal";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"260001682720";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"11";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32514";"UMBAÚBA";"35";"7";"Deputado Estadual";"Federação";"43";"PV";"Partido Verde";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"260001683796";"FEDERAÇÃO";"PT / PV / PC do B";"N";"10";"0";"10";"431";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32093";"POÇO VERDE";"22";"6";"Deputado Federal";"Federação";"45";"PSDB";"Partido da Social Democracia Brasileira";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"260001681042";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"10";"0";"10";"58";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32298";"SANTA ROSA DE LIMA";"26";"7";"Deputado Estadual";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"260001685031";"PARTIDO ISOLADO";"PTB";"N";"0";"0";"0";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"SE";"SE";"SERGIPE";"32514";"UMBAÚBA";"35";"3";"Governador";"Coligação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"260001683741";"SERGIPE DA ESPERANÇA";"(PT/PC do B/PV) / MDB / PSB / SOLIDARIEDADE";"N";"0";"0";"0";"4832";"0";"0"
